"","X.1","X","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng","stateCode","state.name.x","state.name.y"
"2058",2058,26543,"x2426906251","x1099836861386608642","2019-02-25 01:01:56","za3luv","another day in seattle. we got good food, but it was 40 degrees so and raining so our food got cold https://t.co/E7I7qgvFiF","Twitter for iPhone",99,"","","",FALSE,FALSE,1,0,"",NA,"","","","http://pbs.twimg.com/media/D0NnydVUYAASoaO.jpg","https://t.co/E7I7qgvFiF","https://twitter.com/za3luv/status/1099836861386608642/photo/1","photo","http://pbs.twimg.com/media/D0NnydVUYAASoaO.jpg http://pbs.twimg.com/media/D0NnyguUYAEQ-Ol.jpg http://pbs.twimg.com/media/D0Nnyh9U8AA5A2M.jpg","https://t.co/E7I7qgvFiF https://t.co/E7I7qgvFiF https://t.co/E7I7qgvFiF","https://twitter.com/za3luv/status/1099836861386608642/photo/1 https://twitter.com/za3luv/status/1099836861386608642/photo/1 https://twitter.com/za3luv/status/1099836861386608642/photo/1",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/07d9cd1890c85002.json","Fremont Canal","Fremont Canal","poi","United States","US","NA NA","NA NA","-122.353749275208 -122.353749275208 -122.353749275208 -122.353749275208 47.6499226386302 47.6499226386302 47.6499226386302 47.6499226386302","https://twitter.com/za3luv/status/1099836861386608642","SODASAN","In my room","🥰","",FALSE,40,48,0,174,273,"2014-04-04 08:04:04",FALSE,"","","en","https://pbs.twimg.com/profile_banners/2426906251/1551405707","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1098345576020627456/q2MFOO0I_normal.jpg",47.6499226386302,-122.353749275208,"WA","Washington","Washington"
"2059",2059,26555,"x11914592","x1099827613667856384","2019-02-25 00:25:11","leapyearcutie","It’s just not fair to have a cold and a migraine at the same time.","Twitter for iPhone",66,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/04e683accecac89d.json","Mint Hill","Mint Hill, NC","city","United States","US","NA NA","NA NA","-80.71402 -80.588554 -80.588554 -80.71402 35.124954 35.124954 35.268548 35.268548","https://twitter.com/leapyearcutie/status/1099827613667856384","Shannon Farrar","Mint Hill, NC","kids, husband, dogs, yoga, writing, red wine, live music. Persistent, right with JC, cuss a little. Brick House. Do no harm but take no sh*t. Resist. 🌈","https://t.co/3lgXLa2JVu",FALSE,1548,2515,65,19058,6044,"2008-01-06 19:21:41",FALSE,"https://t.co/3lgXLa2JVu","http://msswirlygirl.wordpress.com","en","https://pbs.twimg.com/profile_banners/11914592/1544062324","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1070501089068371969/4ZzuKLYn_normal.jpg",35.196751,-80.651287,"NC","North Carolina","North Carolina"
"2060",2060,26569,"x3265754130","x1099820640377266176","2019-02-24 23:57:29","bigbob5917","Should one take dabs even when they have a cold and sore throat","Twitter for iPhone",63,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/5e68ca240e32025a.json","Chino Hills","Chino Hills, CA","city","United States","US","NA NA","NA NA","-117.788282 -117.6552404 -117.6552404 -117.788282 33.921548 33.921548 34.0234834 34.0234834","https://twitter.com/bigbob5917/status/1099820640377266176","Pufferfish_XD  🌴","California, USA","apples to anchovies","https://t.co/xgKJkQcxLs",FALSE,53,71,0,1019,8445,"2015-07-02 06:52:00",FALSE,"https://t.co/xgKJkQcxLs","https://www.discogs.com/user/Bigbob9000/collection","en","https://pbs.twimg.com/profile_banners/3265754130/1547137863","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1095841838362062848/KtJvjCwo_normal.jpg",33.9725157,-117.7217612,"CA","California","California"
"2061",2061,26573,"x14210530","x1099815793381031936","2019-02-24 23:38:13","mmollieclaire","Luckily I had a cold brew with 2 shots of espresso then immediately began my journey completeing this entire bottle of champagne","Twitter for iPhone",128,"","","",FALSE,FALSE,3,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/485ebc6dbebdbf32.json","West Hartford","West Hartford, CT","city","United States","US","NA NA","NA NA","-72.786564 -72.713899 -72.713899 -72.786564 41.717959 41.717959 41.806675 41.806675","https://twitter.com/mmollieclaire/status/1099815793381031936","Mollie C.","WeHa","✨everything I own is covered in glitter and dog hair✨","",FALSE,377,373,5,26621,2868,"2008-03-24 20:37:57",FALSE,"","","en","https://pbs.twimg.com/profile_banners/14210530/1549723660","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/934050356950126592/XgpryAqD_normal.jpg",41.762317,-72.7502315,"CT","Connecticut","Connecticut"
"2062",2062,26576,"x4684473120","x1099813471422697473","2019-02-24 23:28:59","phoenixchayse","Hi yes the heat was out at work all day and now I have a cold! I leave the country tomorrow with a COLD","Twitter for iPhone",103,"x1099732955537252352","x4684473120","phoenixchayse",FALSE,FALSE,2,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json","Chicago","Chicago, IL","city","United States","US","NA NA","NA NA","-87.940033 -87.523993 -87.523993 -87.940033 41.644102 41.644102 42.0230669 42.0230669","https://twitter.com/phoenixchayse/status/1099813471422697473","Pheeny","Chicago, IL","Phoenix Butler. butthead. dog mom. louisiana lady. the last one was free, he forgot my name.","https://t.co/D7TGBqQK5m",FALSE,468,834,2,11259,26418,"2015-12-31 19:31:26",FALSE,"https://t.co/D7TGBqQK5m","https://m.facebook.com/littlecrownil/","en","https://pbs.twimg.com/profile_banners/4684473120/1548970428","","http://pbs.twimg.com/profile_images/1072364462496206848/4ihFqAtz_normal.jpg",41.83358445,-87.732013,"IL","Illinois","Illinois"
"2063",2063,26579,"x2963267949","x1099809994919297025","2019-02-24 23:15:10","thesteeleisreal","Had a cold the last two days, and @adambencloutier walked into my room at like 11pm and handed me a roll of Thin Mints. I ate the whole thing and as of this morning, I am well.","Twitter for Android",176,"","","",FALSE,FALSE,42,0,"",NA,"","","","","","","","","","",NA,"x504900494","adambencloutier","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/013b9d696e5665d0.json","Lincoln","Lincoln, IL","city","United States","US","NA NA","NA NA","-89.4169381 -89.3306246 -89.3306246 -89.4169381 40.08307 40.08307 40.168573 40.168573","https://twitter.com/thesteeleisreal/status/1099809994919297025","Jonah Steele","Lincoln Christian University","Pastor's kid • Biblical Studies undergrad • Marketing Specialist for @stadia","https://t.co/Kd2zJzhTrH",FALSE,709,563,7,3277,10744,"2015-01-06 03:07:40",FALSE,"https://t.co/Kd2zJzhTrH","http://medium.com/thesteeleisreal","en","https://pbs.twimg.com/profile_banners/2963267949/1550438246","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1090798858148433920/VRSlUPcF_normal.jpg",40.1258215,-89.37378135,"IL","Illinois","Illinois"
"2064",2064,26596,"x751292840","x1099799029993619456","2019-02-24 22:31:36","kgoquinn","@BravoHWFanClub @Sarahhall772 That’s how I found out about panic disorder. I was driving when it happened so I still dislike driving. It was suggested to me to always have a cold bottle of water and paper bag if I start to hyperventilate. It works!!!","Twitter for iPhone",220,"x1099380274327113729","x765557004211544064","BravoHWFanClub",FALSE,FALSE,2,0,"",NA,"","","","","","","","","","",NA,"x765557004211544064 x1092569649735237633","BravoHWFanClub Sarahhall772","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/33d5cf4dea5828c5.json","Beaumont","Beaumont, TX","city","United States","US","NA NA","NA NA","-94.233379 -94.023888 -94.023888 -94.233379 29.9897153 29.9897153 30.184121 30.184121","https://twitter.com/kgoquinn/status/1099799029993619456","Katie","Texas","Full Circle: Houston,TX Chicago,ILKissimmee,FL, Atlanta,GA St Loius,MO Columbus,OH Southeast TX Retail Retail but never pay Retail","",FALSE,1538,2461,15,17801,53217,"2012-08-11 13:46:33",FALSE,"","","en","https://pbs.twimg.com/profile_banners/751292840/1386106798","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/2576665359/image_normal.jpg",30.08691815,-94.1286335,"TX","Texas","Texas"
"2065",2065,26604,"x2770473161","x1099792844582277125","2019-02-24 22:07:01","demers_matthew","@aimeecarrero And Vick's on the soles of your feet with socks. And a steamer. Sorry you have a cold.","Twitter for Android",86,"x1099792611118931975","x2770473161","demers_matthew",FALSE,FALSE,3,0,"",NA,"","","","","","","","","","",NA,"x515933373","aimeecarrero","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/4d6ee9c6c915dcef.json","Menasha","Menasha, WI","city","United States","US","NA NA","NA NA","-88.544163 -88.343067 -88.343067 -88.544163 44.192468 44.192468 44.244636 44.244636","https://twitter.com/demers_matthew/status/1099792844582277125","Matthew Demers","Menasha, WI","Random human being from earth.","",FALSE,53,502,1,1413,10604,"2014-09-14 21:23:08",FALSE,"","","en","","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/548694673922211840/rPClJEQc_normal.jpeg",44.218552,-88.443615,"WI","Wisconsin","Wisconsin"
"2066",2066,26608,"x1073198321244737536","x1099786651969048576","2019-02-24 21:42:25","BrianMClark3","I got a cold weather technique 4 these bass that's worked 4 me all winter..love it!! https://t.co/6u4TN9tIjw","Twitter for Android",84,"","","",FALSE,FALSE,0,0,"",NA,"","","","http://pbs.twimg.com/media/D0M6F9uX0AEBIYm.jpg","https://t.co/6u4TN9tIjw","https://twitter.com/BrianMClark3/status/1099786651969048576/photo/1","photo","http://pbs.twimg.com/media/D0M6F9uX0AEBIYm.jpg http://pbs.twimg.com/media/D0M6G5WWsAAWNT7.jpg http://pbs.twimg.com/media/D0M6H1iXQAAVA_C.jpg","https://t.co/6u4TN9tIjw https://t.co/6u4TN9tIjw https://t.co/6u4TN9tIjw","https://twitter.com/BrianMClark3/status/1099786651969048576/photo/1 https://twitter.com/BrianMClark3/status/1099786651969048576/photo/1 https://twitter.com/BrianMClark3/status/1099786651969048576/photo/1",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/2d83c71ce16cd187.json","West Virginia","West Virginia, USA","admin","United States","US","NA NA","NA NA","-82.644739 -77.7189303 -77.7189303 -82.644739 37.201483 37.201483 40.638802 40.638802","https://twitter.com/BrianMClark3/status/1099786651969048576","RUN_BMC","West Virginia, USA","I'm a newly sober,patriot of my country,Bass angler,drummer,vaper and builder of quality coils,lover of the universe and of science and believe in our2ndamndmnt","",FALSE,130,391,0,274,47,"2018-12-13 12:49:53",FALSE,"","","en","https://pbs.twimg.com/profile_banners/1073198321244737536/1550240946","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1083050788287668224/CupO_607_normal.jpg",38.9201425,-80.18183465,"WV","West Virginia","West Virginia"
"2067",2067,26614,"x7462462","x1099782312479375364","2019-02-24 21:25:10","StephenRayGarza","Going to stay out of the pre Oscars ""these are only for the elite"" / post Oscars ""in you're face, haters!"" once something the person likes wins something dance. I've got a cold and want to sleep forever.","Twitter for Android",203,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/9f4583bf6dae13c4.json","Springfield","Springfield, MA","city","United States","US","NA NA","NA NA","-72.620117 -72.471052 -72.471052 -72.620117 42.06398 42.06398 42.162145 42.162145","https://twitter.com/StephenRayGarza/status/1099782312479375364","Stephen Ray Garza","","The little hand says it's time to rock and roll! Cartoonist, maker of stuff, married, bunny dad.

The Truth vs Magic vs Kicking Attacks","",FALSE,862,1669,113,160340,47150,"2007-07-13 23:31:05",FALSE,"","","en","https://pbs.twimg.com/profile_banners/7462462/1481143664","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1099927488862523392/HjR5u_wB_normal.jpg",42.1130625,-72.5455845,"MA","Massachusetts","Massachusetts"
"2068",2068,26615,"x8922372","x1099781831996596226","2019-02-24 21:23:16","PatJD","It got cold. #grandcanyon #desert #desertview #arizona #selfie @ Desert View Watchtower https://t.co/pGHZErr8kK","Instagram",111,"","","",FALSE,FALSE,0,0,"grandcanyon desert desertview arizona selfie",NA,"instagram.com/p/BuR4vFbH5xK/…","https://t.co/pGHZErr8kK","https://www.instagram.com/p/BuR4vFbH5xK/?utm_source=ig_twitter_share&igshid=16kp8vepdc84h","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/a612c69b44b2e5da.json","Arizona","Arizona, USA","admin","United States","US","36.04413357 -111.82612776","-111.82612776 36.04413357","-114.818269 -109.0451527 -109.0451527 -114.818269 31.3322463 31.3322463 37.004261 37.004261","https://twitter.com/PatJD/status/1099781831996596226","Patrick 🤖","Phoenix, AZ","Network Engineer, partner to @kkidd0h - hiking, kitsch, 2 dogs, science lover, mmorpgs, queer/left politics, loudmouth since high school.","https://t.co/PWEn1i7FQw",FALSE,235,314,32,18593,3556,"2007-09-17 02:27:27",FALSE,"https://t.co/PWEn1i7FQw","http://patrickdyl.com","en","https://pbs.twimg.com/profile_banners/8922372/1539801458","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1052265727472877573/BmG-FVBQ_normal.jpg",36.04413357,-111.82612776,"AZ","Arizona","Arizona"
"2069",2069,26616,"x908641622350581760","x1099780809928654848","2019-02-24 21:19:12","PurpleLlc","Busy working and have a cold 
1/2 out ...right now","Twitter for Android",50,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/6d50765616ee2e60.json","Rhode Island","Rhode Island, USA","admin","United States","US","NA NA","NA NA","-71.907259 -71.088567 -71.088567 -71.907259 41.095834 41.095834 42.018808 42.018808","https://twitter.com/PurpleLlc/status/1099780809928654848","Purple orchid Llc","Rhode Island, USA","https://t.co/PcNr9HZI9P ..Am workout on YouTube..working progress .RHODE ISLAND..USA #Oceanvibes #NativeLife♥️","https://t.co/PcNr9HZI9P",FALSE,1133,5000,6,5648,12922,"2017-09-15 10:40:19",FALSE,"https://t.co/PcNr9HZI9P","http://PURPLEORCHIDcreative.Blogspot.com","en","https://pbs.twimg.com/profile_banners/908641622350581760/1548352152","","http://pbs.twimg.com/profile_images/1088494126369251329/QV-fDjt6_normal.jpg",41.557321,-71.497913,"RI","Rhode Island","Rhode Island"
"2070",2070,26620,"x2436628256","x1099777654717243392","2019-02-24 21:06:40","PUnocuatro","Its really weird to me that people be bragging about on how they lose interest fast or they how they have a cold heart... like what’s the point of that 🤦🏾‍♂️","Twitter for iPhone",157,"","","",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/04291149b14feb9d.json","Lancaster","Lancaster, CA","city","United States","US","NA NA","NA NA","-118.280798 -118.045755 -118.045755 -118.280798 34.6309445 34.6309445 34.740709 34.740709","https://twitter.com/PUnocuatro/status/1099777654717243392","Peeeeejay","San Diego, CA","My Highlight Tape Go Crazy Check it out 🏈🏁IG: Peejay_14 : Snapchat: Pjwhookid #RipKyree #RipGrandpa #SaintsNation #UkBBall","https://t.co/uZVDD8ud5B",FALSE,1102,857,20,63772,28578,"2014-04-10 06:58:43",FALSE,"https://t.co/uZVDD8ud5B","http://www.hudl.com/profile/11235032","en","https://pbs.twimg.com/profile_banners/2436628256/1546915798","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1101795807093645312/AOMcn3zG_normal.jpg",34.68582675,-118.1632765,"CA","California","California"
"2071",2071,26623,"x1571651654","x1099775350047944704","2019-02-24 20:57:30","turtlyenough","I just laid in the tub until the water got cold then drained it and reran hot water and soaked for another good hour. This the best Sunday ever.","Twitter for iPhone",144,"","","",FALSE,FALSE,5,0,"",NA,"","","","","","","","","","",NA,"","","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/1c73ebb264e145ee.json","Louisiana","Louisiana, USA","admin","United States","US","NA NA","NA NA","-94.043628 -88.758389 -88.758389 -94.043628 28.855128 28.855128 33.019544 33.019544","https://twitter.com/turtlyenough/status/1099775350047944704","Emily, RN","Louisiana, USA","•  Every night I lie in bed the brightest colors fill my head, a million dreams are keeping me awake •","",FALSE,241,307,2,5749,10257,"2013-07-06 00:37:12",FALSE,"","","en","https://pbs.twimg.com/profile_banners/1571651654/1549347751","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1099763136364756996/zMTvKLtI_normal.jpg",30.937336,-91.4010085,"LA","Louisiana","Louisiana"
"2072",2072,26625,"x2654697409","x1099775140529954816","2019-02-24 20:56:40","kilee_nieboer","@Salazar so I just left the doctors office and now I have a cold 🤒🤧 but they gave me a steroids shot and my left side hurts now 😩","Twitter for iPhone",129,"","x1618301","salazar",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"x1618301","salazar","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/8e36bc24a9a42044.json","Burkburnett","Burkburnett, TX","city","United States","US","NA NA","NA NA","-98.603318 -98.532463 -98.532463 -98.603318 34.05354 34.05354 34.104453 34.104453","https://twitter.com/kilee_nieboer/status/1099775140529954816","Kilee Nieboer","","","",FALSE,56,286,1,2262,294,"2014-07-17 19:26:27",FALSE,"","","en","https://pbs.twimg.com/profile_banners/2654697409/1515890580","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/833813469367529472/fFHUYJ6V_normal.jpg",34.0789965,-98.5678905,"TX","Texas","Texas"
"2073",2073,26634,"x2871334609","x1099762348485734401","2019-02-24 20:05:51","jcchisholm2","@LCSaloon Would love to be there to have a cold beer and many laughs!","Twitter for iPhone",59,"x1099760413267447813","x1920485306","LCSaloon",FALSE,FALSE,0,0,"",NA,"","","","","","","","","","",NA,"x1920485306","LCSaloon","en","","","","",NA,NA,"","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/00c393e916477863.json","Scott Township","Scott Township, PA","city","United States","US","NA NA","NA NA","-80.133676 -80.051052 -80.051052 -80.133676 40.361017 40.361017 40.416175 40.416175","https://twitter.com/jcchisholm2/status/1099762348485734401","John B Chisholm","","","",FALSE,38,156,0,1299,1794,"2014-10-22 16:12:52",FALSE,"","","en","","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/525244509659996160/A4x-of4Z_normal.jpeg",40.388596,-80.092364,"PA","Pennsylvania","Pennsylvania"
